sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
266203,267443,Rainbow Drip,1000,1.0,4240,7200,7740,1600,6580,1600,3920,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,5700,1600
268413,268945,Auto,90,1.0,4240,7290,7740,1600,6580,1600,3920,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,5700,1600
269703,270543,Fire in Red,490,1.0,4240,7290,7740,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,5700,1600
272203,273093,Aero in Green,530,1.0,4770,7290,7740,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,5700,1600
272703,273235,Auto,90,1.0,4770,7380,7740,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,5700,1600
274703,275683,Water in Blue,570,1.0,4770,7380,7740,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
275663,276195,Auto,90,1.0,4770,7470,7740,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
278003,278753,Blizzard in Cyan,860,1.0,4770,7470,8600,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
278623,279155,Auto,90,1.0,4770,7560,8600,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
282503,283035,Auto,90,1.0,4770,7650,8600,1600,6580,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
283503,285373,Comet in Black,940,1.0,4770,7650,8600,1600,7520,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
285463,285995,Auto,90,1.0,4770,7740,8600,1600,7520,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
289803,290335,Auto,90,1.0,4770,7830,8600,1600,7520,1600,4410,3480,3360,1140,2000,3600,1600,4000,2200,3300,6300,4700,6270,1600
289904,290524,Pom Muse,800,1.0,4770,7830,8600,1600,7520,1600,4410,3480,3360,1140,2000,3600,2400,4000,2200,3300,6300,4700,6270,1600
293804,294336,Auto,90,1.0,4770,7920,8600,1600,7520,1600,4410,3480,3360,1140,2000,3600,2400,4000,2200,3300,6300,4700,6270,1600
293904,294884,Winged Muse,800,1.0,4770,7920,8600,1600,7520,1600,4410,3480,3360,1140,2000,3600,2400,4000,2200,3300,6300,4700,6270,2400
297804,298336,Auto,90,1.0,4770,8010,8600,1600,7520,1600,4410,3480,3360,1140,2000,3600,2400,4000,2200,3300,6300,4700,6270,2400
297904,299054,Mog of the Ages,1000,1.0,4770,8010,8600,1600,7520,1600,4410,3480,3360,1140,3000,3600,2400,4000,2200,3300,6300,4700,6270,2400
301804,302336,Auto,90,1.0,4770,8100,8600,1600,7520,1600,4410,3480,3360,1140,3000,3600,2400,4000,2200,3300,6300,4700,6270,2400
302804,304184,Hammer Stamp,560,1.0,4770,8100,8600,1600,7520,1600,4410,3480,3920,1140,3000,3600,2400,4000,2200,3300,6300,4700,6270,2400
304764,305296,Auto,90,1.0,4770,8190,8600,1600,7520,1600,4410,3480,3920,1140,3000,3600,2400,4000,2200,3300,6300,4700,6270,2400
305304,306554,Hammer Brush,580,1.0,4770,8190,8600,1600,7520,1600,4410,4060,3920,1140,3000,3600,2400,4000,2200,3300,6300,4700,6270,2400
307724,308256,Auto,90,1.0,4770,8280,8600,1600,7520,1600,4410,4060,3920,1140,3000,3600,2400,4000,2200,3300,6300,4700,6270,2400
307804,309904,Polishing Hammer,600,1.0,4770,8280,8600,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,6300,4700,6270,2400
313304,313836,Auto,90,1.0,4770,8370,8600,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,6300,4700,6270,2400
316104,316854,Blizzard in Cyan,860,1.0,4770,8370,9460,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,6300,4700,6270,2400
316604,317136,Auto,90,1.0,4770,8460,9460,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,6300,4700,6270,2400
319404,320204,Stone in Yellow,900,1.0,4770,8460,9460,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6270,2400
319904,320436,Auto,90,1.0,4770,8550,9460,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6270,2400
321904,322884,Water in Blue,570,1.0,4770,8550,9460,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
322864,323396,Auto,90,1.0,4770,8640,9460,1600,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
322504,323484,Clawed Muse,800,1.0,4770,8640,9460,2400,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
326404,326936,Auto,90,1.0,4770,8730,9460,2400,7520,1600,4410,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
328404,329244,Fire in Red,490,1.0,4770,8730,9460,2400,7520,1600,4900,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
329364,329896,Auto,90,1.0,4770,8820,9460,2400,7520,1600,4900,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
330904,331794,Aero in Green,530,1.0,5300,8820,9460,2400,7520,1600,4900,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
332324,332856,Auto,90,1.0,5300,8910,9460,2400,7520,1600,4900,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,6840,2400
333404,334384,Water in Blue,570,1.0,5300,8910,9460,2400,7520,1600,4900,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,7410,2400
335904,336744,Fire in Red,490,1.0,5300,8910,9460,2400,7520,1600,5390,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,7410,2400
336404,336936,Auto,90,1.0,5300,9000,9460,2400,7520,1600,5390,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,7410,2400
338404,339294,Aero in Green,530,1.0,5830,9000,9460,2400,7520,1600,5390,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,7410,2400
339364,339896,Auto,90,1.0,5830,9090,9460,2400,7520,1600,5390,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,7410,2400
340905,341885,Water in Blue,570,1.0,5830,9090,9460,2400,7520,1600,5390,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,7980,2400
342324,342856,Auto,90,1.0,5830,9180,9460,2400,7520,1600,5390,4060,3920,1140,3000,4200,2400,4000,2200,3300,7200,4700,7980,2400
342405,343745,Holy in White,570,1.0,5830,9180,9460,2400,7520,1600,5390,4060,3920,1710,3000,4200,2400,4000,2200,3300,7200,4700,7980,2400
345284,345816,Auto,90,1.0,5830,9270,9460,2400,7520,1600,5390,4060,3920,1710,3000,4200,2400,4000,2200,3300,7200,4700,7980,2400
344905,346245,Holy in White,570,1.0,5830,9270,9460,2400,7520,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,7200,4700,7980,2400
349205,349955,Blizzard in Cyan,860,1.0,5830,9270,10320,2400,7520,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,7200,4700,7980,2400
349705,350237,Auto,90,1.0,5830,9360,10320,2400,7520,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,7200,4700,7980,2400
352505,353305,Stone in Yellow,900,1.0,5830,9360,10320,2400,7520,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,4700,7980,2400
353005,353537,Auto,90,1.0,5830,9450,10320,2400,7520,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,4700,7980,2400
355805,356655,Thunder in Magenta,940,1.0,5830,9450,10320,2400,7520,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,5640,7980,2400
356305,356837,Auto,90,1.0,5830,9540,10320,2400,7520,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,5640,7980,2400
357305,359175,Comet in Black,940,1.0,5830,9540,10320,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,5640,7980,2400
359265,359797,Auto,90,1.0,5830,9630,10320,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,5640,7980,2400
362405,363155,Blizzard in Cyan,860,1.0,5830,9630,11180,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,5640,7980,2400
362905,363437,Auto,90,1.0,5830,9720,11180,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,8100,5640,7980,2400
365705,366505,Stone in Yellow,900,1.0,5830,9720,11180,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,5640,7980,2400
366205,366737,Auto,90,1.0,5830,9810,11180,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,5640,7980,2400
368425,369275,Thunder in Magenta,940,1.0,5830,9810,11180,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,6580,7980,2400
369165,369697,Auto,90,1.0,5830,9900,11180,2400,8460,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,6580,7980,2400
369675,371545,Comet in Black,940,1.0,5830,9900,11180,2400,9400,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,6580,7980,2400
372125,372657,Auto,90,1.0,5830,9990,11180,2400,9400,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,6580,7980,2400
373365,374115,Blizzard in Cyan,860,1.0,5830,9990,12040,2400,9400,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,6580,7980,2400
375085,375617,Auto,90,1.0,5830,10080,12040,2400,9400,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,3300,9000,6580,7980,2400
374615,375865,Star Prism,1100,1.0,5830,10080,12040,2400,9400,1600,5390,4060,3920,2280,3000,4200,2400,4000,2200,4400,9000,6580,7980,2400
376485,377865,Hammer Stamp,560,1.0,5830,10080,12040,2400,9400,1600,5390,4060,4480,2280,3000,4200,2400,4000,2200,4400,9000,6580,7980,2400
377185,378345,Fanged Muse,800,1.0,5830,10080,12040,2400,9400,2400,5390,4060,4480,2280,3000,4200,2400,4000,2200,4400,9000,6580,7980,2400
378045,378577,Auto,90,1.0,5830,10170,12040,2400,9400,2400,5390,4060,4480,2280,3000,4200,2400,4000,2200,4400,9000,6580,7980,2400
378985,380855,Comet in Black,940,1.0,5830,10170,12040,2400,10340,2400,5390,4060,4480,2280,3000,4200,2400,4000,2200,4400,9000,6580,7980,2400
381005,381537,Auto,90,1.0,5830,10260,12040,2400,10340,2400,5390,4060,4480,2280,3000,4200,2400,4000,2200,4400,9000,6580,7980,2400
381455,382695,Rainbow Drip,1000,1.0,5830,10260,12040,2400,10340,2400,5390,4060,4480,2280,3000,4200,2400,5000,2200,4400,9000,6580,7980,2400
382155,383455,Retribution of the Madeen,1100,1.0,5830,10260,12040,2400,10340,2400,5390,4060,4480,2280,3000,4200,2400,5000,3300,4400,9000,6580,7980,2400
383965,384497,Auto,90,1.0,5830,10350,12040,2400,10340,2400,5390,4060,4480,2280,3000,4200,2400,5000,3300,4400,9000,6580,7980,2400
383955,385205,Hammer Brush,580,1.0,5830,10350,12040,2400,10340,2400,5390,4640,4480,2280,3000,4200,2400,5000,3300,4400,9000,6580,7980,2400
386925,387457,Auto,90,1.0,5830,10440,12040,2400,10340,2400,5390,4640,4480,2280,3000,4200,2400,5000,3300,4400,9000,6580,7980,2400
386455,388555,Polishing Hammer,600,1.0,5830,10440,12040,2400,10340,2400,5390,4640,4480,2280,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
388955,390295,Holy in White,570,1.0,5830,10440,12040,2400,10340,2400,5390,4640,4480,2850,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
389885,390417,Auto,90,1.0,5830,10530,12040,2400,10340,2400,5390,4640,4480,2850,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
391455,392795,Holy in White,570,1.0,5830,10530,12040,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
392845,393377,Auto,90,1.0,5830,10620,12040,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
396955,397487,Auto,90,1.0,5830,10710,12040,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
400956,401488,Auto,90,1.0,5830,10800,12040,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
404956,405488,Auto,90,1.0,5830,10890,12040,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
407756,408506,Blizzard in Cyan,860,1.0,5830,10890,12900,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
408256,408788,Auto,90,1.0,5830,10980,12900,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9000,6580,7980,2400
411056,411856,Stone in Yellow,900,1.0,5830,10980,12900,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9900,6580,7980,2400
411556,412088,Auto,90,1.0,5830,11070,12900,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9900,6580,7980,2400
413556,414536,Water in Blue,570,1.0,5830,11070,12900,2400,10340,2400,5390,4640,4480,3420,3000,4800,2400,5000,3300,4400,9900,6580,8550,2400
414156,414776,Pom Muse,800,1.0,5830,11070,12900,2400,10340,2400,5390,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,8550,2400
414516,415048,Auto,90,1.0,5830,11160,12900,2400,10340,2400,5390,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,8550,2400
416056,416896,Fire in Red,490,1.0,5830,11160,12900,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,8550,2400
417476,418008,Auto,90,1.0,5830,11250,12900,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,8550,2400
418556,419446,Aero in Green,530,1.0,6360,11250,12900,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,8550,2400
421056,422036,Water in Blue,570,1.0,6360,11250,12900,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,9120,2400
421556,422088,Auto,90,1.0,6360,11340,12900,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,9120,2400
424356,425106,Blizzard in Cyan,860,1.0,6360,11340,13760,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,9120,2400
424856,425388,Auto,90,1.0,6360,11430,13760,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,9900,6580,9120,2400
427656,428456,Stone in Yellow,900,1.0,6360,11430,13760,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,10800,6580,9120,2400
428156,428688,Auto,90,1.0,6360,11520,13760,2400,10340,2400,5880,4640,4480,3420,3000,4800,3200,5000,3300,4400,10800,6580,9120,2400
429156,430536,Hammer Stamp,560,1.0,6360,11520,13760,2400,10340,2400,5880,4640,5040,3420,3000,4800,3200,5000,3300,4400,10800,6580,9120,2400
431116,431648,Auto,90,1.0,6360,11610,13760,2400,10340,2400,5880,4640,5040,3420,3000,4800,3200,5000,3300,4400,10800,6580,9120,2400
431656,432906,Hammer Brush,580,1.0,6360,11610,13760,2400,10340,2400,5880,5220,5040,3420,3000,4800,3200,5000,3300,4400,10800,6580,9120,2400
434076,434608,Auto,90,1.0,6360,11700,13760,2400,10340,2400,5880,5220,5040,3420,3000,4800,3200,5000,3300,4400,10800,6580,9120,2400
434156,436256,Polishing Hammer,600,1.0,6360,11700,13760,2400,10340,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,6580,9120,2400
439656,440188,Auto,90,1.0,6360,11790,13760,2400,10340,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,6580,9120,2400
443656,444188,Auto,90,1.0,6360,11880,13760,2400,10340,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,6580,9120,2400
443756,444736,Winged Muse,800,1.0,6360,11880,13760,2400,10340,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,6580,9120,3200
447656,448188,Auto,90,1.0,6360,11970,13760,2400,10340,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,6580,9120,3200
448657,450527,Comet in Black,940,1.0,6360,11970,13760,2400,11280,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,6580,9120,3200
450616,451148,Auto,90,1.0,6360,12060,13760,2400,11280,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,6580,9120,3200
453757,454607,Thunder in Magenta,940,1.0,6360,12060,13760,2400,11280,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9120,3200
454257,454789,Auto,90,1.0,6360,12150,13760,2400,11280,2400,5880,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9120,3200
456257,457097,Fire in Red,490,1.0,6360,12150,13760,2400,11280,2400,6370,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9120,3200
457217,457749,Auto,90,1.0,6360,12240,13760,2400,11280,2400,6370,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9120,3200
458757,459647,Aero in Green,530,1.0,6890,12240,13760,2400,11280,2400,6370,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9120,3200
460177,460709,Auto,90,1.0,6890,12330,13760,2400,11280,2400,6370,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9120,3200
461257,462237,Water in Blue,570,1.0,6890,12330,13760,2400,11280,2400,6370,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9690,3200
463757,464597,Fire in Red,490,1.0,6890,12330,13760,2400,11280,2400,6860,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9690,3200
464257,464789,Auto,90,1.0,6890,12420,13760,2400,11280,2400,6860,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9690,3200
466257,467147,Aero in Green,530,1.0,7420,12420,13760,2400,11280,2400,6860,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9690,3200
467217,467749,Auto,90,1.0,7420,12510,13760,2400,11280,2400,6860,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,9690,3200
468757,469737,Water in Blue,570,1.0,7420,12510,13760,2400,11280,2400,6860,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10260,3200
470177,470709,Auto,90,1.0,7420,12600,13760,2400,11280,2400,6860,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10260,3200
471257,472097,Fire in Red,490,1.0,7420,12600,13760,2400,11280,2400,7350,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10260,3200
473757,474647,Aero in Green,530,1.0,7950,12600,13760,2400,11280,2400,7350,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10260,3200
474257,474789,Auto,90,1.0,7950,12690,13760,2400,11280,2400,7350,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10260,3200
476257,477237,Water in Blue,570,1.0,7950,12690,13760,2400,11280,2400,7350,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
477217,477749,Auto,90,1.0,7950,12780,13760,2400,11280,2400,7350,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
477757,479627,Comet in Black,940,1.0,7950,12780,13760,2400,12220,2400,7350,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
480177,480709,Auto,90,1.0,7950,12870,13760,2400,12220,2400,7350,5220,5040,3420,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
481057,482397,Holy in White,570,1.0,7950,12870,13760,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
483137,483669,Auto,90,1.0,7950,12960,13760,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
485357,486107,Blizzard in Cyan,860,1.0,7950,12960,14620,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
486097,486629,Auto,90,1.0,7950,13050,14620,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,10800,7520,10830,3200
488225,489025,Stone in Yellow,900,1.0,7950,13050,14620,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,11700,7520,10830,3200
489057,489589,Auto,90,1.0,7950,13140,14620,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,11700,7520,10830,3200
490695,491545,Thunder in Magenta,940,1.0,7950,13140,14620,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,11700,8460,10830,3200
492017,492549,Auto,90,1.0,7950,13230,14620,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,4400,11700,8460,10830,3200
491945,493195,Star Prism,1100,1.0,7950,13230,14620,2400,12220,2400,7350,5220,5040,3990,3000,5400,3200,5000,3300,5500,11700,8460,10830,3200
493815,495195,Hammer Stamp,560,1.0,7950,13230,14620,2400,12220,2400,7350,5220,5600,3990,3000,5400,3200,5000,3300,5500,11700,8460,10830,3200
494977,495509,Auto,90,1.0,7950,13320,14620,2400,12220,2400,7350,5220,5600,3990,3000,5400,3200,5000,3300,5500,11700,8460,10830,3200
495215,496195,Clawed Muse,800,1.0,7950,13320,14620,3200,12220,2400,7350,5220,5600,3990,3000,5400,3200,5000,3300,5500,11700,8460,10830,3200
497535,498285,Blizzard in Cyan,860,1.0,7950,13320,15480,3200,12220,2400,7350,5220,5600,3990,3000,5400,3200,5000,3300,5500,11700,8460,10830,3200
498035,498567,Auto,90,1.0,7950,13410,15480,3200,12220,2400,7350,5220,5600,3990,3000,5400,3200,5000,3300,5500,11700,8460,10830,3200
499485,500635,Mog of the Ages,1000,1.0,7950,13410,15480,3200,12220,2400,7350,5220,5600,3990,4000,5400,3200,5000,3300,5500,11700,8460,10830,3200
498785,500655,Comet in Black,940,1.0,7950,13410,15480,3200,13160,2400,7350,5220,5600,3990,4000,5400,3200,5000,3300,5500,11700,8460,10830,3200
500995,501527,Auto,90,1.0,7950,13500,15480,3200,13160,2400,7350,5220,5600,3990,4000,5400,3200,5000,3300,5500,11700,8460,10830,3200
501255,502495,Rainbow Drip,1000,1.0,7950,13500,15480,3200,13160,2400,7350,5220,5600,3990,4000,5400,3200,6000,3300,5500,11700,8460,10830,3200
503955,504487,Auto,90,1.0,7950,13590,15480,3200,13160,2400,7350,5220,5600,3990,4000,5400,3200,6000,3300,5500,11700,8460,10830,3200
503755,505005,Hammer Brush,580,1.0,7950,13590,15480,3200,13160,2400,7350,5800,5600,3990,4000,5400,3200,6000,3300,5500,11700,8460,10830,3200
506915,507447,Auto,90,1.0,7950,13680,15480,3200,13160,2400,7350,5800,5600,3990,4000,5400,3200,6000,3300,5500,11700,8460,10830,3200
506255,508355,Polishing Hammer,600,1.0,7950,13680,15480,3200,13160,2400,7350,5800,5600,3990,4000,6000,3200,6000,3300,5500,11700,8460,10830,3200
511755,512287,Auto,90,1.0,7950,13770,15480,3200,13160,2400,7350,5800,5600,3990,4000,6000,3200,6000,3300,5500,11700,8460,10830,3200
515755,516287,Auto,90,1.0,7950,13860,15480,3200,13160,2400,7350,5800,5600,3990,4000,6000,3200,6000,3300,5500,11700,8460,10830,3200
519756,520288,Auto,90,1.0,7950,13950,15480,3200,13160,2400,7350,5800,5600,3990,4000,6000,3200,6000,3300,5500,11700,8460,10830,3200
